"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1702002,"June 10, 2020",Virginia,Woodbridge,"1293 Bayside Ave",0,1,N/A
1702000,"June 10, 2020",Missouri,"Saint Louis","Highland Ave",0,1,N/A
1702027,"June 10, 2020",Nebraska,Omaha,"N 46th St and Fowler Ave",1,0,N/A
1702937,"June 10, 2020",Indiana,Evansville,"2200 N 7th Ave",0,1,N/A
1702931,"June 10, 2020",Texas,Houston,"13355 Northborough Dr",1,0,N/A
1703897,"June 10, 2020",Nebraska,Omaha,"I-80 and John F. Kennedy Fwy",0,0,N/A
1702926,"June 10, 2020",Texas,Houston,"16510 North Fwy",1,0,N/A
1701980,"June 10, 2020","New York","New York (Manhattan)","Varick St and W Broadway",0,0,N/A
1702111,"June 10, 2020",Pennsylvania,Reading,"Oley St and Moss St",0,2,N/A
1702915,"June 10, 2020","New Jersey",Trenton,"100 block of Cleveland Ave",0,1,N/A
1702902,"June 10, 2020","New Jersey",Trenton,"Highland ave and Stuyvesant ave",0,3,N/A
1701833,"June 10, 2020",Virginia,Petersburg,"200 block of Holly Hill Dr",0,2,N/A
1704551,"June 10, 2020",Louisiana,Franklinton,"2100 block of Williams St",0,0,N/A
1701959,"June 10, 2020",Colorado,Aurora,"900 block of Peoria St",0,0,N/A
1702888,"June 10, 2020",Texas,"San Antonio","2800 block of Big Horn Dr",0,1,N/A
1703853,"June 10, 2020",Pennsylvania,Braddock,"400 block of Library Street",0,1,N/A
1701947,"June 10, 2020",Kentucky,"Bowling Green","Brandywood Ct",0,0,N/A
1701944,"June 10, 2020",Mississippi,Jackson,"3320 Medgar Evers Blvd",0,1,N/A
1701908,"June 10, 2020",Mississippi,Tupelo,"848 N Gloster St",0,0,N/A
1702841,"June 10, 2020",Florida,"Del Rey","10th Ave N and Lake Ida Rd",0,1,N/A
1701881,"June 10, 2020",California,Sacramento,"5900 block of Stacy Ave",1,1,N/A
1702808,"June 10, 2020",Michigan,Detroit,"Lyndon St and St Marys St",0,2,N/A
1702803,"June 10, 2020",Michigan,Detroit,"Evergreen and W Outer Dr",0,1,N/A
1701878,"June 10, 2020",California,"Lake Forest","23131 Lake Center Dr",1,0,N/A
1702792,"June 10, 2020",Michigan,"Lake Odessa","9000 block of W Clarksville Rd",0,0,N/A
