"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1695510,"June 2, 2020",Kentucky,Louisville,"2710 W Broadway St",0,0,N/A
1696468,"June 2, 2020",Indiana,Muncie,"S Hackley St and E Charles St",0,1,N/A
1694839,"June 2, 2020",Missouri,"Saint Louis","4123 Dr Martin Luther King Dr",1,0,N/A
1695582,"June 2, 2020",California,Coachella,"Agua Blanca St",0,1,N/A
1696418,"June 2, 2020",Wisconsin,Milwaukee,"2008 W Center St",0,0,N/A
1696455,"June 2, 2020",Kentucky,Murray,"101 S 5th St",0,0,N/A
1695545,"June 2, 2020",Michigan,Detroit,"7 Mile Rd",0,1,N/A
1696442,"June 2, 2020",Kansas,Wichita,"300 N McLean Blvd",0,0,N/A
1695229,"June 2, 2020",Wisconsin,Madison,"State St",0,0,N/A
1695547,"June 2, 2020",Michigan,Detroit,"Grenier St and Pelkey St",0,1,N/A
1695722,"June 2, 2020",Arkansas,"Little Rock","Cantrell Rd and Cleveland St",1,1,N/A
1695543,"June 2, 2020",Michigan,Detroit,"Maplewood Ave and Jeffries Fwy",0,1,N/A
1695541,"June 2, 2020",Wisconsin,Milwaukee,"2800 block of W Center St",0,1,N/A
1695539,"June 2, 2020",Michigan,Detroit,"La Salle Blvd and Fullerton Ave",0,1,N/A
1695641,"June 2, 2020",Wisconsin,Milwaukee,"2900 block of N 38th St",0,1,N/A
1695533,"June 2, 2020",Michigan,Detroit,"6100 block of 16th St",0,0,N/A
1697151,"June 2, 2020",Arkansas,Paragould,"1068 Greene 714 Rd",2,0,N/A
1695532,"June 2, 2020",Michigan,Detroit,"Hayes St and Carlisle Dr",0,0,N/A
1695531,"June 2, 2020",Michigan,Detroit,"19900 block of Freeland St",0,0,N/A
1695131,"June 2, 2020",Wisconsin,Milwaukee,"2008 W Center St",1,2,N/A
1697145,"June 2, 2020",Florida,"Fort Lauderdale","231 Almond Ave",1,0,N/A
1696407,"June 2, 2020",Colorado,"Colorado Springs","Barnes Rd and Austin Bluffs Pkwy",0,0,N/A
1695502,"June 2, 2020",Michigan,Detroit,"Rutherford St and Pembroke Ave",0,2,N/A
1696398,"June 2, 2020",California,Sacramento,I-5,1,0,N/A
1695495,"June 2, 2020",Louisiana,Abbeville,"E Oak St",1,0,N/A
1696389,"June 2, 2020",California,"San Diego","Adelaide Ave and 56th St",0,1,N/A
1696385,"June 2, 2020",California,"Spring Valley","8721 Troy St",1,0,N/A
1695310,"June 2, 2020",Virginia,"Newport News","500 block of Woodall Ct",1,2,N/A
1698804,"June 2, 2020","New York",Bronx,"E 242nd St and Van Cortlandt Park E",0,0,N/A
1695827,"June 2, 2020",Arkansas,Fayetteville,"10 S Willow St",0,1,N/A
1696358,"June 2, 2020",Indiana,Evansville,"2900 block of Ree St",0,1,N/A
1695461,"June 2, 2020",Arkansas,Fayetteville,"1101 S Curtis Ave",0,1,N/A
1696347,"June 2, 2020",California,Cottonwood,"Adobe Rd",1,0,N/A
1695451,"June 2, 2020","New York",Brooklyn,"253 Kingsborough 2nd Walk",0,2,N/A
1697852,"June 2, 2020",Wisconsin,Milwaukee,"5100 block of N Lovers Lane Rd",0,1,N/A
1695442,"June 2, 2020",Missouri,"Saint Louis","3800 block of Lee Ave",0,2,N/A
1696343,"June 2, 2020",California,"San Jose","N 8th St and E Mission St",0,1,N/A
1697067,"June 2, 2020",Colorado,Pueblo,"6400 block of Dillon Dr",0,0,N/A
1696341,"June 2, 2020",California,"Los Banos","1900 block of San Luis St",0,1,N/A
1696434,"June 2, 2020",Colorado,Denver,"E Colfax Ave and N Broadway",0,1,N/A
1696339,"June 2, 2020","North Carolina","Randleman (Level Cross)","Hanner Rd Ext",0,0,N/A
1695478,"June 2, 2020",Virginia,Roanoke,"19th St NW and Orange Ave NW",0,1,N/A
1696307,"June 2, 2020",Virginia,"Villa Heights","Erwin St and Dexter St",1,0,N/A
1696323,"June 2, 2020","North Carolina",Kernersville,"806 NC-66",0,0,N/A
1697056,"June 2, 2020",Texas,Baytown,"6000 block of Garth Rd",0,1,N/A
1695052,"June 2, 2020",California,Vallejo,"1050 Redwood St",1,0,N/A
1695325,"June 2, 2020","District of Columbia",Washington,"700 block of Mississippi Ave SE",0,1,N/A
1695586,"June 2, 2020",Wisconsin,Racine,"Kewaunee St and Michigan Blvd",0,5,N/A
1696262,"June 2, 2020","West Virginia",Fairmont,"Bunner Ridge Rd",0,0,N/A
1695379,"June 2, 2020","New York",Brooklyn,"E 92nd St and Church Ave",1,1,N/A
1695383,"June 2, 2020","New York",Brooklyn,"330 E 22nd St",0,0,N/A
1696267,"June 2, 2020",Louisiana,Shreveport,"2929 Peach St",0,1,N/A
1695359,"June 2, 2020","New Hampshire",Manchester,"405 Valley St",0,0,N/A
1695371,"June 2, 2020",Alabama,"Pleasant Grove","839 Park Rd",0,0,N/A
1695369,"June 2, 2020",Illinois,Chicago,"9542 S Loomis St",0,1,N/A
1696251,"June 2, 2020","South Carolina",Orangeburg,"Edisto Ave and Waring St",0,1,N/A
1696250,"June 2, 2020","New York","Syracuse (North Syracuse)","Slindes Wood Cir",0,0,N/A
1696245,"June 2, 2020",Texas,Mesquite,"2600 block of John West Rd",1,1,N/A
1696227,"June 2, 2020",Ohio,Hamilton,"Charlton Ct",1,0,N/A
1695344,"June 2, 2020",Texas,"San Antonio","1800 block of Horal St",0,1,N/A
1697971,"June 2, 2020",Illinois,"Rock Island","31st Ave and 11th St",0,0,N/A
1695472,"June 2, 2020","New York",Brooklyn,"Rochester Ave and Dean St",1,1,N/A
1696205,"June 2, 2020",Texas,Killeen,"400 block of Alpine Dr",1,0,N/A
1695323,"June 2, 2020",Maryland,Baltimore,"5200 block of Frankford Ave",0,1,N/A
